feedback_id,feedback_text,rating,metro_line,station,feedback_date,journey_type,issue_category,subtopic,sentiment,sentiment_score,urgency,passenger_type,resolution_status,language,data_source,processed_text,dominant_topic_id,discovered_topic
MPF00109,"Today, The seating area and signage were useful.",4,Line 7,Dindoshi,2026-08-31,College,Facilities,seating_and_water,Positive,0.76,Low,Tourist,Not Required,Hinglish,Synthetic Complaint,today seating area signage useful,6,Station Seating & Signage Amenities
MPF00110,"In my experience, There should be more working ticket counters during rush hours.",2,Line 3,Marol Naka,2026-06-14,Work,Ticketing,counter_queue,Negative,-0.37,High,General,In Review,English,Synthetic Survey,experience working ticket counter rush hour,1,Escalator & Lift Operational Maintenance
MPF00111,The coach was clean and well maintained.,5,Line 7,Mogharpada,2026-08-15,Tourism,Cleanliness,station_cleanliness,Positive,0.66,Low,Working professional,Not Required,Hinglish,Synthetic Review,coach clean well maintained,0,Coach & Infrastructure Maintenance
MPF00112,"During my trip, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 1,Azad Nagar,2026-06-16,Daily commute,Delay,service_frequency,Negative,-0.72,High,Senior citizen,Open,English,Synthetic Complaint,trip frequent delay route becoming difficult daily commuter,3,Daily Commuter Fare Structure & Review
MPF00113,"Overall, Very little waiting time today; the train arrived on schedule.",5,Line 2A,Shimpoli,2026-08-29,Daily commute,Delay,missed_connection,Positive,0.73,Low,Student,Not Required,English,Synthetic Complaint,overall little waiting time today train arrived schedule,7,Train & Platform Overcrowding
MPF00114,"Overall, The fare is reasonable for the service provided.",4,Line 6,Kanjurmarg,2026-08-03,Work,Fare,fare_complaint,Positive,0.6,Low,Tourist,Not Required,English,Synthetic Survey,overall fare reasonable service provided,2,Train Service Delays & Inconvenience
MPF00115,"Overall, Train service was running late today. Please improve punctuality.",2,Line 6,Kanjurmarg,2026-06-21,Tourism,Delay,late_train,Negative,-0.69,High,Senior citizen,Open,English,Synthetic Complaint,overall train service running late today please improve punctuality,2,Train Service Delays & Inconvenience
MPF00116,"Today, The coach was clean and well maintained.",4,Line 6,Shyam Nagar,2026-03-03,College,Cleanliness,washroom_cleanliness,Positive,0.8,Low,Senior citizen,Not Required,English,Synthetic Review,today coach clean well maintained,0,Coach & Infrastructure Maintenance
MPF00117,"During my trip, The platform was overcrowded and felt unsafe.",3,Line 1,Ghatkopar,2026-05-03,Other,Safety,general_safety,Neutral,-0.03,Medium,Working professional,Resolved,Hinglish,Synthetic Complaint,trip platform overcrowded felt unsafe,7,Train & Platform Overcrowding
MPF00118,"During my trip, Please improve cleanliness in the washroom area.",2,Line 2A,Shimpoli,2026-04-12,Work,Cleanliness,washroom_cleanliness,Negative,-0.92,High,Student,In Review,English,Synthetic Complaint,trip please improve cleanliness washroom area,6,Station Seating & Signage Amenities
MPF00119,"During my trip, Train service was running late today. Please improve punctuality.",1,Line 3,SEEPZ,2026-07-10,College,Delay,service_frequency,Negative,-0.43,High,Senior citizen,In Review,English,Synthetic Review,trip train service running late today please improve punctuality,2,Train Service Delays & Inconvenience
MPF00120,"Today, Crowding near the doors made boarding difficult.",2,Line 3,SEEPZ,2026-04-21,Tourism,Crowding,platform_crowding,Negative,-0.4,High,Senior citizen,Resolved,English,Synthetic Survey,today crowding near door made boarding difficult,3,Daily Commuter Fare Structure & Review
MPF00121,The QR ticket scanner worked smoothly.,5,Line 2A,Goregaon West,2026-04-24,College,Ticketing,counter_queue,Positive,0.81,Low,Tourist,Not Required,English,Synthetic Complaint,qr ticket scanner worked smoothly,4,Ticket Pricing & Short Distance Fares
MPF00122,Please improve passenger safety near the platform edge.,1,Line 3,Aarey JVLR,2026-08-06,Shopping,Safety,general_safety,Negative,-0.55,High,Senior citizen,Open,English,Synthetic Survey,please improve passenger safety near platform edge,7,Train & Platform Overcrowding
MPF00123,"During my trip, The coach was extremely crowded during peak hours.",2,Line 3,Aarey JVLR,2026-04-06,Tourism,Crowding,door_area_crowding,Negative,-0.72,High,Student,Resolved,English,Synthetic Review,trip coach extremely crowded peak hour,0,Coach & Infrastructure Maintenance
MPF00124,"During my trip, The train had comfortable space and was not crowded.",5,Line 1,Ghatkopar,2026-08-22,Daily commute,Crowding,platform_crowding,Positive,0.65,Low,Student,Resolved,English,Synthetic Review,trip train comfortable space crowded,7,Train & Platform Overcrowding
MPF00125,"In my experience, There should be more working ticket counters during rush hours.",2,Line 1,Versova,2026-02-14,Shopping,Ticketing,qr_scanner,Negative,-0.53,High,Working professional,Not Required,English,Synthetic Review,experience working ticket counter rush hour,1,Escalator & Lift Operational Maintenance
MPF00126,Security presence at the station was reassuring.,5,Line 3,Aarey JVLR,2026-02-27,College,Safety,platform_safety,Positive,0.77,Low,Working professional,Not Required,English,Synthetic Complaint,security presence station reassuring,5,Station Staff Behavior & Security
MPF00127,"During my trip, Please train staff to respond more politely to passengers.",3,Line 2A,Shimpoli,2026-03-21,Shopping,Staff Behaviour,staff_helpfulness,Neutral,0.01,Medium,General,Not Required,English,Synthetic Survey,trip please train staff respond politely passenger,7,Train & Platform Overcrowding
MPF00128,Please review the fare for frequent daily commuters.,3,Line 3,BKC,2026-08-13,Other,Fare,frequent_commuter_cost,Neutral,0.09,Medium,Student,In Review,English,Synthetic Survey,please review fare frequent daily commuter,3,Daily Commuter Fare Structure & Review
MPF00129,Crowding near the doors made boarding difficult.,1,Line 6,Jogeshwari,2026-08-31,College,Crowding,platform_crowding,Negative,-0.64,High,Working professional,Open,English,Synthetic Review,crowding near door made boarding difficult,3,Daily Commuter Fare Structure & Review
MPF00130,"In my experience, The ticket machine was not working and caused a queue.",2,Line 7,Aarey,2026-08-30,College,Ticketing,qr_scanner,Negative,-0.87,High,General,Open,English,Synthetic Complaint,experience ticket machine working caused queue,1,Escalator & Lift Operational Maintenance
MPF00131,The station infrastructure appeared well maintained.,3,Line 2A,Shimpoli,2026-04-17,Other,Maintenance,signage_and_fixtures,Neutral,-0.08,Medium,General,Open,English,Synthetic Complaint,station infrastructure appeared well maintained,0,Coach & Infrastructure Maintenance
MPF00132,"During my trip, The interchange process was smooth and well signposted.",5,Line 1,Azad Nagar,2026-02-10,Other,Connectivity,bus_connection,Positive,0.65,Low,Tourist,Resolved,English,Synthetic Survey,trip interchange process smooth well signposted,0,Coach & Infrastructure Maintenance
MPF00133,"In my experience, The lift was out of service and caused inconvenience.",2,Line 3,Marol Naka,2026-02-03,Other,Facilities,escalator,Negative,-0.76,High,Senior citizen,In Review,English,Synthetic Review,experience lift service caused inconvenience,2,Train Service Delays & Inconvenience
MPF00134,"Today, Seats and windows were clean during my journey.",4,Line 6,Kanjurmarg,2026-04-18,Work,Cleanliness,coach_cleanliness,Positive,0.66,Low,Working professional,Not Required,English,Synthetic Complaint,today seat window clean journey,4,Ticket Pricing & Short Distance Fares
MPF00135,"Overall, The station infrastructure appeared well maintained.",4,Line 2A,Kandarpada,2026-08-30,Shopping,Maintenance,equipment,Positive,0.95,Low,Tourist,Not Required,Hinglish,Synthetic Survey,overall station infrastructure appeared well maintained,0,Coach & Infrastructure Maintenance
MPF00136,"During my trip, The staff member at the counter was rude and unhelpful.",1,Line 6,Vikhroli,2026-05-18,Shopping,Staff Behaviour,staff_politeness,Negative,-0.92,High,General,Resolved,Hinglish,Synthetic Review,trip staff member counter rude unhelpful,5,Station Staff Behavior & Security
MPF00137,"During my trip, The train had comfortable space and was not crowded.",5,Line 1,Azad Nagar,2026-03-15,Shopping,Crowding,peak_hour_crowding,Positive,0.7,Low,Student,Not Required,English,Synthetic Complaint,trip train comfortable space crowded,7,Train & Platform Overcrowding
MPF00138,"In my experience, The seating area and signage were useful.",3,Line 3,BKC,2026-08-29,Daily commute,Facilities,escalator,Neutral,-0.07,Medium,Tourist,In Review,English,Synthetic Complaint,experience seating area signage useful,6,Station Seating & Signage Amenities
MPF00139,Broken fixtures and damaged signs should be repaired.,1,Line 2A,Shimpoli,2026-06-05,Other,Maintenance,signage_and_fixtures,Negative,-0.93,High,Senior citizen,Resolved,English,Synthetic Survey,broken fixture damaged sign repaired,7,Train & Platform Overcrowding
MPF00140,"Today, The station infrastructure appeared well maintained.",5,Line 2A,Kandarpada,2026-03-18,College,Maintenance,equipment,Positive,0.85,Low,General,Resolved,English,Synthetic Complaint,today station infrastructure appeared well maintained,0,Coach & Infrastructure Maintenance
MPF00141,"In my experience, I felt safe throughout the journey and at the station.",5,Line 1,Versova,2026-05-28,Other,Safety,platform_safety,Positive,0.87,Low,Student,Resolved,English,Synthetic Complaint,experience felt safe throughout journey station,4,Ticket Pricing & Short Distance Fares
MPF00142,"In my experience, The lift was out of service and caused inconvenience.",2,Line 1,Ghatkopar,2026-01-05,Other,Facilities,escalator,Negative,-0.86,High,Working professional,Not Required,English,Synthetic Survey,experience lift service caused inconvenience,2,Train Service Delays & Inconvenience
MPF00143,"Overall, Crowding near the doors made boarding difficult.",2,Line 7,Jogeshwari East,2026-02-05,Tourism,Crowding,platform_crowding,Negative,-0.65,High,Tourist,Not Required,Hinglish,Synthetic Complaint,overall crowding near door made boarding difficult,3,Daily Commuter Fare Structure & Review
MPF00144,"Today, Please improve passenger safety near the platform edge.",2,Line 2A,Goregaon West,2026-06-24,Shopping,Safety,general_safety,Negative,-0.38,High,General,Resolved,English,Synthetic Complaint,today please improve passenger safety near platform edge,7,Train & Platform Overcrowding
MPF00145,"During my trip, The lift was out of service and caused inconvenience.",3,Line 7,Mogharpada,2026-05-03,College,Facilities,escalator,Neutral,-0.04,Medium,Senior citizen,Resolved,English,Synthetic Review,trip lift service caused inconvenience,2,Train Service Delays & Inconvenience
MPF00146,"In my experience, Buying the ticket was quick and easy.",5,Line 6,Shyam Nagar,2026-03-15,Shopping,Ticketing,qr_scanner,Positive,0.91,Low,Senior citizen,Not Required,Hinglish,Synthetic Survey,experience buying ticket quick easy,4,Ticket Pricing & Short Distance Fares
MPF00147,"Today, The seating area and signage were useful.",4,Line 1,Versova,2026-06-07,Tourism,Facilities,seating_and_water,Positive,0.63,Low,Senior citizen,Not Required,Hinglish,Synthetic Survey,today seating area signage useful,6,Station Seating & Signage Amenities
MPF00148,"In my experience, The station staff were polite and helpful.",5,Line 6,Jogeshwari,2026-07-17,Daily commute,Staff Behaviour,staff_politeness,Positive,0.81,Low,Student,Not Required,English,Synthetic Complaint,experience station staff polite helpful,5,Station Staff Behavior & Security
MPF00149,"Today, Crowding near the doors made boarding difficult.",2,Line 1,Ghatkopar,2026-06-16,College,Crowding,platform_crowding,Negative,-0.56,High,Senior citizen,Not Required,English,Synthetic Survey,today crowding near door made boarding difficult,3,Daily Commuter Fare Structure & Review
MPF00150,"Overall, Train service was running late today. Please improve punctuality.",1,Line 2A,Goregaon West,2026-03-18,Shopping,Delay,missed_connection,Negative,-0.35,High,Tourist,Open,English,Synthetic Survey,overall train service running late today please improve punctuality,2,Train Service Delays & Inconvenience
MPF00151,"In my experience, Security presence at the station was reassuring.",5,Line 6,Swami Samarth Nagar,2026-02-11,Work,Safety,general_safety,Positive,0.75,Low,General,Not Required,English,Synthetic Review,experience security presence station reassuring,5,Station Staff Behavior & Security
MPF00152,"During my trip, The coach was extremely crowded during peak hours.",2,Line 3,SEEPZ,2026-05-12,Work,Crowding,door_area_crowding,Negative,-0.61,High,Working professional,Resolved,English,Synthetic Review,trip coach extremely crowded peak hour,0,Coach & Infrastructure Maintenance
MPF00153,"Today, The station floor was dirty and bins were overflowing.",2,Line 1,Azad Nagar,2026-03-26,Daily commute,Cleanliness,station_cleanliness,Negative,-0.39,High,Senior citizen,Resolved,English,Synthetic Review,today station floor dirty bin overflowing,5,Station Staff Behavior & Security
MPF00154,"During my trip, Very little waiting time today; the train arrived on schedule.",5,Line 6,Kanjurmarg,2026-08-25,Daily commute,Delay,missed_connection,Positive,0.57,Low,Tourist,Resolved,English,Synthetic Complaint,trip little waiting time today train arrived schedule,7,Train & Platform Overcrowding
MPF00155,"Overall, The QR ticket scanner worked smoothly.",5,Line 7,Aarey,2026-05-21,Shopping,Ticketing,counter_queue,Positive,0.93,Low,Working professional,Not Required,English,Synthetic Complaint,overall qr ticket scanner worked smoothly,4,Ticket Pricing & Short Distance Fares
