feedback_id,feedback_text,rating,metro_line,station,feedback_date,journey_type,issue_category,subtopic,sentiment,sentiment_score,urgency,passenger_type,resolution_status,language,data_source,processed_text
MPF00126,Security presence at the station was reassuring.,5,Line 3,Aarey JVLR,2026-02-27,College,Safety,platform_safety,Positive,0.77,Low,Working professional,Not Required,English,Synthetic Complaint,security presence station reassuring
MPF00127,"During my trip, Please train staff to respond more politely to passengers.",3,Line 2A,Shimpoli,2026-03-21,Shopping,Staff Behaviour,staff_helpfulness,Neutral,0.01,Medium,General,Not Required,English,Synthetic Survey,trip please train staff respond politely passenger
MPF00128,Please review the fare for frequent daily commuters.,3,Line 3,BKC,2026-08-13,Other,Fare,frequent_commuter_cost,Neutral,0.09,Medium,Student,In Review,English,Synthetic Survey,please review fare frequent daily commuter
MPF00129,Crowding near the doors made boarding difficult.,1,Line 6,Jogeshwari,2026-08-31,College,Crowding,platform_crowding,Negative,-0.64,High,Working professional,Open,English,Synthetic Review,crowding near door made boarding difficult
MPF00130,"In my experience, The ticket machine was not working and caused a queue.",2,Line 7,Aarey,2026-08-30,College,Ticketing,qr_scanner,Negative,-0.87,High,General,Open,English,Synthetic Complaint,experience ticket machine working caused queue
MPF00131,The station infrastructure appeared well maintained.,3,Line 2A,Shimpoli,2026-04-17,Other,Maintenance,signage_and_fixtures,Neutral,-0.08,Medium,General,Open,English,Synthetic Complaint,station infrastructure appeared well maintained
MPF00132,"During my trip, The interchange process was smooth and well signposted.",5,Line 1,Azad Nagar,2026-02-10,Other,Connectivity,bus_connection,Positive,0.65,Low,Tourist,Resolved,English,Synthetic Survey,trip interchange process smooth well signposted
MPF00133,"In my experience, The lift was out of service and caused inconvenience.",2,Line 3,Marol Naka,2026-02-03,Other,Facilities,escalator,Negative,-0.76,High,Senior citizen,In Review,English,Synthetic Review,experience lift service caused inconvenience
MPF00134,"Today, Seats and windows were clean during my journey.",4,Line 6,Kanjurmarg,2026-04-18,Work,Cleanliness,coach_cleanliness,Positive,0.66,Low,Working professional,Not Required,English,Synthetic Complaint,today seat window clean journey
MPF00135,"Overall, The station infrastructure appeared well maintained.",4,Line 2A,Kandarpada,2026-08-30,Shopping,Maintenance,equipment,Positive,0.95,Low,Tourist,Not Required,Hinglish,Synthetic Survey,overall station infrastructure appeared well maintained
MPF00136,"During my trip, The staff member at the counter was rude and unhelpful.",1,Line 6,Vikhroli,2026-05-18,Shopping,Staff Behaviour,staff_politeness,Negative,-0.92,High,General,Resolved,Hinglish,Synthetic Review,trip staff member counter rude unhelpful
MPF00137,"During my trip, The train had comfortable space and was not crowded.",5,Line 1,Azad Nagar,2026-03-15,Shopping,Crowding,peak_hour_crowding,Positive,0.7,Low,Student,Not Required,English,Synthetic Complaint,trip train comfortable space crowded
MPF00138,"In my experience, The seating area and signage were useful.",3,Line 3,BKC,2026-08-29,Daily commute,Facilities,escalator,Neutral,-0.07,Medium,Tourist,In Review,English,Synthetic Complaint,experience seating area signage useful
MPF00139,Broken fixtures and damaged signs should be repaired.,1,Line 2A,Shimpoli,2026-06-05,Other,Maintenance,signage_and_fixtures,Negative,-0.93,High,Senior citizen,Resolved,English,Synthetic Survey,broken fixture damaged sign repaired
MPF00140,"Today, The station infrastructure appeared well maintained.",5,Line 2A,Kandarpada,2026-03-18,College,Maintenance,equipment,Positive,0.85,Low,General,Resolved,English,Synthetic Complaint,today station infrastructure appeared well maintained
MPF00141,"In my experience, I felt safe throughout the journey and at the station.",5,Line 1,Versova,2026-05-28,Other,Safety,platform_safety,Positive,0.87,Low,Student,Resolved,English,Synthetic Complaint,experience felt safe throughout journey station
MPF00142,"In my experience, The lift was out of service and caused inconvenience.",2,Line 1,Ghatkopar,2026-01-05,Other,Facilities,escalator,Negative,-0.86,High,Working professional,Not Required,English,Synthetic Survey,experience lift service caused inconvenience
MPF00143,"Overall, Crowding near the doors made boarding difficult.",2,Line 7,Jogeshwari East,2026-02-05,Tourism,Crowding,platform_crowding,Negative,-0.65,High,Tourist,Not Required,Hinglish,Synthetic Complaint,overall crowding near door made boarding difficult
MPF00144,"Today, Please improve passenger safety near the platform edge.",2,Line 2A,Goregaon West,2026-06-24,Shopping,Safety,general_safety,Negative,-0.38,High,General,Resolved,English,Synthetic Complaint,today please improve passenger safety near platform edge
MPF00145,"During my trip, The lift was out of service and caused inconvenience.",3,Line 7,Mogharpada,2026-05-03,College,Facilities,escalator,Neutral,-0.04,Medium,Senior citizen,Resolved,English,Synthetic Review,trip lift service caused inconvenience
MPF00146,"In my experience, Buying the ticket was quick and easy.",5,Line 6,Shyam Nagar,2026-03-15,Shopping,Ticketing,qr_scanner,Positive,0.91,Low,Senior citizen,Not Required,Hinglish,Synthetic Survey,experience buying ticket quick easy
MPF00147,"Today, The seating area and signage were useful.",4,Line 1,Versova,2026-06-07,Tourism,Facilities,seating_and_water,Positive,0.63,Low,Senior citizen,Not Required,Hinglish,Synthetic Survey,today seating area signage useful
MPF00148,"In my experience, The station staff were polite and helpful.",5,Line 6,Jogeshwari,2026-07-17,Daily commute,Staff Behaviour,staff_politeness,Positive,0.81,Low,Student,Not Required,English,Synthetic Complaint,experience station staff polite helpful
MPF00149,"Today, Crowding near the doors made boarding difficult.",2,Line 1,Ghatkopar,2026-06-16,College,Crowding,platform_crowding,Negative,-0.56,High,Senior citizen,Not Required,English,Synthetic Survey,today crowding near door made boarding difficult
MPF00150,"Overall, Train service was running late today. Please improve punctuality.",1,Line 2A,Goregaon West,2026-03-18,Shopping,Delay,missed_connection,Negative,-0.35,High,Tourist,Open,English,Synthetic Survey,overall train service running late today please improve punctuality
MPF00151,"In my experience, Security presence at the station was reassuring.",5,Line 6,Swami Samarth Nagar,2026-02-11,Work,Safety,general_safety,Positive,0.75,Low,General,Not Required,English,Synthetic Review,experience security presence station reassuring
MPF00152,"During my trip, The coach was extremely crowded during peak hours.",2,Line 3,SEEPZ,2026-05-12,Work,Crowding,door_area_crowding,Negative,-0.61,High,Working professional,Resolved,English,Synthetic Review,trip coach extremely crowded peak hour
MPF00153,"Today, The station floor was dirty and bins were overflowing.",2,Line 1,Azad Nagar,2026-03-26,Daily commute,Cleanliness,station_cleanliness,Negative,-0.39,High,Senior citizen,Resolved,English,Synthetic Review,today station floor dirty bin overflowing
MPF00154,"During my trip, Very little waiting time today; the train arrived on schedule.",5,Line 6,Kanjurmarg,2026-08-25,Daily commute,Delay,missed_connection,Positive,0.57,Low,Tourist,Resolved,English,Synthetic Complaint,trip little waiting time today train arrived schedule
MPF00155,"Overall, The QR ticket scanner worked smoothly.",5,Line 7,Aarey,2026-05-21,Shopping,Ticketing,counter_queue,Positive,0.93,Low,Working professional,Not Required,English,Synthetic Complaint,overall qr ticket scanner worked smoothly
MPF00156,"Today, The station staff were polite and helpful.",5,Line 6,Jogeshwari,2026-02-08,Daily commute,Staff Behaviour,staff_politeness,Positive,0.83,Low,General,Resolved,English,Synthetic Complaint,today station staff polite helpful
MPF00157,"Overall, The station has clean lifts and working escalators.",5,Line 7,Mogharpada,2026-04-17,Tourism,Facilities,escalator,Positive,0.75,Low,Tourist,Not Required,English,Synthetic Complaint,overall station clean lift working escalator
MPF00158,"During my trip, Better last-mile connectivity would help passengers.",2,Line 6,Swami Samarth Nagar,2026-03-30,Daily commute,Connectivity,last_mile,Negative,-0.71,High,Working professional,Not Required,English,Synthetic Review,trip better lastmile connectivity would help passenger
MPF00159,The train was delayed by 20 minutes and I missed my connection.,2,Line 1,Ghatkopar,2026-04-07,Work,Delay,late_train,Negative,-0.7,High,Tourist,In Review,English,Synthetic Review,train delayed 20 minute missed connection
MPF00160,"In my experience, I felt safe throughout the journey and at the station.",5,Line 6,Jogeshwari,2026-06-22,Other,Safety,general_safety,Positive,0.76,Low,Working professional,Not Required,Hinglish,Synthetic Review,experience felt safe throughout journey station
MPF00161,"Overall, Better last-mile connectivity would help passengers.",3,Line 6,Vikhroli,2026-07-27,College,Connectivity,last_mile,Neutral,-0.03,Medium,Working professional,Not Required,Hinglish,Synthetic Survey,overall better lastmile connectivity would help passenger
MPF00162,Train service was running late today. Please improve punctuality.,1,Line 3,BKC,2026-01-12,Shopping,Delay,service_frequency,Negative,-0.59,High,General,Open,English,Synthetic Complaint,train service running late today please improve punctuality
MPF00163,"Overall, It was difficult to connect from the metro to the bus stop.",3,Line 3,MIDC,2026-03-19,Work,Connectivity,interchange,Neutral,0.1,Medium,General,In Review,English,Synthetic Survey,overall difficult connect metro bus stop
MPF00164,Good value for money compared with other transport options.,5,Line 6,Jogeshwari,2026-01-13,Other,Fare,fare_complaint,Positive,0.93,Low,Working professional,Resolved,English,Synthetic Review,good value money compared transport option
MPF00165,"Overall, Please improve passenger safety near the platform edge.",2,Line 3,BKC,2026-02-06,Tourism,Safety,security_presence,Negative,-0.72,High,Tourist,In Review,English,Synthetic Complaint,overall please improve passenger safety near platform edge
MPF00166,"In my experience, Please review the fare for frequent daily commuters.",3,Line 1,Ghatkopar,2026-08-05,College,Fare,fare_complaint,Neutral,-0.02,Medium,Working professional,Not Required,English,Synthetic Review,experience please review fare frequent daily commuter
MPF00167,"Today, The station staff were polite and helpful.",5,Line 1,Ghatkopar,2026-08-11,Daily commute,Staff Behaviour,staff_helpfulness,Positive,0.79,Low,Working professional,Not Required,English,Synthetic Survey,today station staff polite helpful
MPF00168,The staff member at the counter was rude and unhelpful.,1,Line 7,Aarey,2026-05-22,Other,Staff Behaviour,staff_helpfulness,Negative,-0.4,High,General,Resolved,English,Synthetic Survey,staff member counter rude unhelpful
MPF00169,"During my trip, The seating area and signage were useful.",4,Line 7,Jogeshwari East,2026-04-05,Shopping,Facilities,escalator,Positive,0.76,Low,Tourist,Not Required,English,Synthetic Survey,trip seating area signage useful
MPF00170,"Overall, The escalator was not working and needs maintenance.",1,Line 3,Aarey JVLR,2026-02-20,Tourism,Maintenance,equipment,Negative,-0.79,High,General,In Review,English,Synthetic Survey,overall escalator working need maintenance
MPF00171,"In my experience, The escalator was not working and needs maintenance.",2,Line 2A,Poisar,2026-02-05,Shopping,Maintenance,signage_and_fixtures,Negative,-0.8,High,Tourist,In Review,English,Synthetic Survey,experience escalator working need maintenance
MPF00172,The coach was extremely crowded during peak hours.,1,Line 6,Vikhroli,2026-08-04,Other,Crowding,platform_crowding,Negative,-0.38,High,Student,Resolved,English,Synthetic Survey,coach extremely crowded peak hour
MPF00173,"In my experience, The coach was extremely crowded during peak hours.",2,Line 2A,Dahisar East,2026-01-02,Tourism,Crowding,platform_crowding,Negative,-0.73,High,General,Resolved,Hinglish,Synthetic Survey,experience coach extremely crowded peak hour
MPF00174,"During my trip, The train was delayed by 25 minutes and I missed my connection.",3,Line 6,Vikhroli,2026-01-28,Daily commute,Delay,late_train,Neutral,0.1,Medium,General,Resolved,English,Synthetic Survey,trip train delayed 25 minute missed connection
MPF00175,"In my experience, The staff member at the counter was rude and unhelpful.",1,Line 6,Jogeshwari,2026-05-25,College,Staff Behaviour,staff_politeness,Negative,-0.46,High,Tourist,Resolved,English,Synthetic Review,experience staff member counter rude unhelpful
MPF00176,"Today, The coach was clean and well maintained.",5,Line 2A,Kandarpada,2026-08-05,Shopping,Cleanliness,station_cleanliness,Positive,0.7,Low,Student,Not Required,English,Synthetic Review,today coach clean well maintained
MPF00177,"Overall, The coach was clean and well maintained.",5,Line 7,Mogharpada,2026-06-18,Daily commute,Cleanliness,coach_cleanliness,Positive,0.74,Low,Student,Resolved,English,Synthetic Complaint,overall coach clean well maintained
MPF00178,"Overall, Train service was running late today. Please improve punctuality.",2,Line 2A,Kandarpada,2026-03-26,College,Delay,service_frequency,Negative,-0.39,High,Working professional,Resolved,English,Synthetic Complaint,overall train service running late today please improve punctuality
