feedback_id,feedback_text,rating,metro_line,station,feedback_date,journey_type,issue_category,subtopic,sentiment,sentiment_score,urgency,passenger_type,resolution_status,language,data_source
MPF00144,"Today, Please improve passenger safety near the platform edge.",2,Line 2A,Goregaon West,2026-06-24,Shopping,Safety,general_safety,Negative,-0.38,High,General,Resolved,English,Synthetic Complaint
MPF00145,"During my trip, The lift was out of service and caused inconvenience.",3,Line 7,Mogharpada,2026-05-03,College,Facilities,escalator,Neutral,-0.04,Medium,Senior citizen,Resolved,English,Synthetic Review
MPF00146,"In my experience, Buying the ticket was quick and easy.",5,Line 6,Shyam Nagar,2026-03-15,Shopping,Ticketing,qr_scanner,Positive,0.91,Low,Senior citizen,Not Required,Hinglish,Synthetic Survey
MPF00147,"Today, The seating area and signage were useful.",4,Line 1,Versova,2026-06-07,Tourism,Facilities,seating_and_water,Positive,0.63,Low,Senior citizen,Not Required,Hinglish,Synthetic Survey
MPF00148,"In my experience, The station staff were polite and helpful.",5,Line 6,Jogeshwari,2026-07-17,Daily commute,Staff Behaviour,staff_politeness,Positive,0.81,Low,Student,Not Required,English,Synthetic Complaint
MPF00149,"Today, Crowding near the doors made boarding difficult.",2,Line 1,Ghatkopar,2026-06-16,College,Crowding,platform_crowding,Negative,-0.56,High,Senior citizen,Not Required,English,Synthetic Survey
MPF00150,"Overall, Train service was running late today. Please improve punctuality.",1,Line 2A,Goregaon West,2026-03-18,Shopping,Delay,missed_connection,Negative,-0.35,High,Tourist,Open,English,Synthetic Survey
MPF00151,"In my experience, Security presence at the station was reassuring.",5,Line 6,Swami Samarth Nagar,2026-02-11,Work,Safety,general_safety,Positive,0.75,Low,General,Not Required,English,Synthetic Review
MPF00152,"During my trip, The coach was extremely crowded during peak hours.",2,Line 3,SEEPZ,2026-05-12,Work,Crowding,door_area_crowding,Negative,-0.61,High,Working professional,Resolved,English,Synthetic Review
MPF00153,"Today, The station floor was dirty and bins were overflowing.",2,Line 1,Azad Nagar,2026-03-26,Daily commute,Cleanliness,station_cleanliness,Negative,-0.39,High,Senior citizen,Resolved,English,Synthetic Review
MPF00154,"During my trip, Very little waiting time today; the train arrived on schedule.",5,Line 6,Kanjurmarg,2026-08-25,Daily commute,Delay,missed_connection,Positive,0.57,Low,Tourist,Resolved,English,Synthetic Complaint
MPF00155,"Overall, The QR ticket scanner worked smoothly.",5,Line 7,Aarey,2026-05-21,Shopping,Ticketing,counter_queue,Positive,0.93,Low,Working professional,Not Required,English,Synthetic Complaint
MPF00156,"Today, The station staff were polite and helpful.",5,Line 6,Jogeshwari,2026-02-08,Daily commute,Staff Behaviour,staff_politeness,Positive,0.83,Low,General,Resolved,English,Synthetic Complaint
MPF00157,"Overall, The station has clean lifts and working escalators.",5,Line 7,Mogharpada,2026-04-17,Tourism,Facilities,escalator,Positive,0.75,Low,Tourist,Not Required,English,Synthetic Complaint
MPF00158,"During my trip, Better last-mile connectivity would help passengers.",2,Line 6,Swami Samarth Nagar,2026-03-30,Daily commute,Connectivity,last_mile,Negative,-0.71,High,Working professional,Not Required,English,Synthetic Review
MPF00159,The train was delayed by 20 minutes and I missed my connection.,2,Line 1,Ghatkopar,2026-04-07,Work,Delay,late_train,Negative,-0.7,High,Tourist,In Review,English,Synthetic Review
MPF00160,"In my experience, I felt safe throughout the journey and at the station.",5,Line 6,Jogeshwari,2026-06-22,Other,Safety,general_safety,Positive,0.76,Low,Working professional,Not Required,Hinglish,Synthetic Review
MPF00161,"Overall, Better last-mile connectivity would help passengers.",3,Line 6,Vikhroli,2026-07-27,College,Connectivity,last_mile,Neutral,-0.03,Medium,Working professional,Not Required,Hinglish,Synthetic Survey
MPF00162,Train service was running late today. Please improve punctuality.,1,Line 3,BKC,2026-01-12,Shopping,Delay,service_frequency,Negative,-0.59,High,General,Open,English,Synthetic Complaint
MPF00163,"Overall, It was difficult to connect from the metro to the bus stop.",3,Line 3,MIDC,2026-03-19,Work,Connectivity,interchange,Neutral,0.1,Medium,General,In Review,English,Synthetic Survey
MPF00164,Good value for money compared with other transport options.,5,Line 6,Jogeshwari,2026-01-13,Other,Fare,fare_complaint,Positive,0.93,Low,Working professional,Resolved,English,Synthetic Review
MPF00165,"Overall, Please improve passenger safety near the platform edge.",2,Line 3,BKC,2026-02-06,Tourism,Safety,security_presence,Negative,-0.72,High,Tourist,In Review,English,Synthetic Complaint
MPF00166,"In my experience, Please review the fare for frequent daily commuters.",3,Line 1,Ghatkopar,2026-08-05,College,Fare,fare_complaint,Neutral,-0.02,Medium,Working professional,Not Required,English,Synthetic Review
MPF00167,"Today, The station staff were polite and helpful.",5,Line 1,Ghatkopar,2026-08-11,Daily commute,Staff Behaviour,staff_helpfulness,Positive,0.79,Low,Working professional,Not Required,English,Synthetic Survey
MPF00168,The staff member at the counter was rude and unhelpful.,1,Line 7,Aarey,2026-05-22,Other,Staff Behaviour,staff_helpfulness,Negative,-0.4,High,General,Resolved,English,Synthetic Survey
MPF00169,"During my trip, The seating area and signage were useful.",4,Line 7,Jogeshwari East,2026-04-05,Shopping,Facilities,escalator,Positive,0.76,Low,Tourist,Not Required,English,Synthetic Survey
MPF00170,"Overall, The escalator was not working and needs maintenance.",1,Line 3,Aarey JVLR,2026-02-20,Tourism,Maintenance,equipment,Negative,-0.79,High,General,In Review,English,Synthetic Survey
MPF00171,"In my experience, The escalator was not working and needs maintenance.",2,Line 2A,Poisar,2026-02-05,Shopping,Maintenance,signage_and_fixtures,Negative,-0.8,High,Tourist,In Review,English,Synthetic Survey
MPF00172,The coach was extremely crowded during peak hours.,1,Line 6,Vikhroli,2026-08-04,Other,Crowding,platform_crowding,Negative,-0.38,High,Student,Resolved,English,Synthetic Survey
MPF00173,"In my experience, The coach was extremely crowded during peak hours.",2,Line 2A,Dahisar East,2026-01-02,Tourism,Crowding,platform_crowding,Negative,-0.73,High,General,Resolved,Hinglish,Synthetic Survey
MPF00174,"During my trip, The train was delayed by 25 minutes and I missed my connection.",3,Line 6,Vikhroli,2026-01-28,Daily commute,Delay,late_train,Neutral,0.1,Medium,General,Resolved,English,Synthetic Survey
MPF00175,"In my experience, The staff member at the counter was rude and unhelpful.",1,Line 6,Jogeshwari,2026-05-25,College,Staff Behaviour,staff_politeness,Negative,-0.46,High,Tourist,Resolved,English,Synthetic Review
MPF00176,"Today, The coach was clean and well maintained.",5,Line 2A,Kandarpada,2026-08-05,Shopping,Cleanliness,station_cleanliness,Positive,0.7,Low,Student,Not Required,English,Synthetic Review
MPF00177,"Overall, The coach was clean and well maintained.",5,Line 7,Mogharpada,2026-06-18,Daily commute,Cleanliness,coach_cleanliness,Positive,0.74,Low,Student,Resolved,English,Synthetic Complaint
MPF00178,"Overall, Train service was running late today. Please improve punctuality.",2,Line 2A,Kandarpada,2026-03-26,College,Delay,service_frequency,Negative,-0.39,High,Working professional,Resolved,English,Synthetic Complaint
MPF00179,The interchange process was smooth and well signposted.,5,Line 2A,Dahisar East,2026-06-12,Daily commute,Connectivity,bus_connection,Positive,0.64,Low,Senior citizen,Not Required,English,Synthetic Survey
MPF00180,"Today, Security staff guided me properly when I asked for help.",4,Line 3,Marol Naka,2026-01-19,Tourism,Staff Behaviour,staff_politeness,Positive,0.62,Low,Tourist,Not Required,English,Synthetic Complaint
MPF00181,"Today, The ticket price feels expensive for a short journey.",2,Line 7,Dindoshi,2026-07-14,Daily commute,Fare,fare_complaint,Negative,-0.73,High,Student,Resolved,Hinglish,Synthetic Review
MPF00182,"Today, The station floor was dirty and bins were overflowing.",3,Line 1,DN Nagar,2026-01-24,Shopping,Cleanliness,washroom_cleanliness,Neutral,0.01,Medium,Student,In Review,English,Synthetic Complaint
MPF00183,"Today, The fare is reasonable for the service provided.",4,Line 6,Shyam Nagar,2026-02-13,Other,Fare,frequent_commuter_cost,Positive,0.86,Low,General,Resolved,Hinglish,Synthetic Complaint
MPF00184,"During my trip, The train had comfortable space and was not crowded.",5,Line 3,MIDC,2026-04-03,Work,Crowding,door_area_crowding,Positive,0.61,Low,Tourist,Not Required,English,Synthetic Survey
MPF00185,The escalator was not working and needs maintenance.,2,Line 2A,Poisar,2026-04-23,Shopping,Maintenance,equipment,Negative,-0.77,High,Senior citizen,Resolved,Hinglish,Synthetic Review
MPF00186,"In my experience, The train had comfortable space and was not crowded.",5,Line 3,BKC,2026-06-12,Work,Crowding,door_area_crowding,Positive,0.74,Low,Tourist,Resolved,Hinglish,Synthetic Complaint
MPF00187,"Today, Please improve passenger safety near the platform edge.",2,Line 6,Jogeshwari,2026-01-07,Tourism,Safety,general_safety,Negative,-0.88,High,Working professional,Resolved,English,Synthetic Complaint
MPF00188,The seating area and signage were useful.,4,Line 3,MIDC,2026-07-22,Work,Facilities,escalator,Positive,0.82,Low,Senior citizen,Resolved,English,Synthetic Review
MPF00189,"Today, Broken fixtures and damaged signs should be repaired.",3,Line 1,Azad Nagar,2026-08-18,Other,Maintenance,signage_and_fixtures,Neutral,0.0,Medium,Tourist,In Review,English,Synthetic Complaint
MPF00190,"During my trip, The station floor was dirty and bins were overflowing.",2,Line 6,Swami Samarth Nagar,2026-07-23,Daily commute,Cleanliness,station_cleanliness,Negative,-0.56,High,General,Resolved,Hinglish,Synthetic Review
MPF00191,"In my experience, Seats and windows were clean during my journey.",5,Line 1,Andheri,2026-07-17,Other,Cleanliness,washroom_cleanliness,Positive,0.77,Low,General,Not Required,English,Synthetic Review
MPF00192,"Today, The train had comfortable space and was not crowded.",4,Line 6,Kanjurmarg,2026-03-29,Daily commute,Crowding,door_area_crowding,Positive,0.67,Low,Student,Not Required,Hinglish,Synthetic Review
MPF00193,The seating area and signage were useful.,4,Line 2A,Goregaon West,2026-01-06,Shopping,Facilities,escalator,Positive,0.84,Low,Senior citizen,Resolved,English,Synthetic Survey
MPF00194,"Overall, The staff member at the counter was rude and unhelpful.",1,Line 1,DN Nagar,2026-06-13,Shopping,Staff Behaviour,security_assistance,Negative,-0.61,High,Working professional,Open,English,Synthetic Survey
MPF00195,"In my experience, Train service was running late today. Please improve punctuality.",2,Line 3,Marol Naka,2026-07-24,Other,Delay,missed_connection,Negative,-0.72,High,Working professional,Resolved,English,Synthetic Survey
MPF00196,The platform was overcrowded and felt unsafe.,2,Line 2A,Kandarpada,2026-06-06,Shopping,Safety,security_presence,Negative,-0.55,High,General,Resolved,Hinglish,Synthetic Review
MPF00197,"In my experience, Security presence at the station was reassuring.",5,Line 6,Swami Samarth Nagar,2026-03-22,Other,Safety,platform_safety,Positive,0.88,Low,Senior citizen,Resolved,Hinglish,Synthetic Survey
MPF00198,"Overall, The station floor was dirty and bins were overflowing.",3,Line 2A,Kandarpada,2026-05-05,Tourism,Cleanliness,washroom_cleanliness,Neutral,-0.02,Medium,Working professional,Resolved,English,Synthetic Survey
MPF00199,"During my trip, It was difficult to connect from the metro to the bus stop.",2,Line 6,Jogeshwari,2026-05-05,Shopping,Connectivity,interchange,Negative,-0.84,High,General,In Review,English,Synthetic Survey
MPF00200,"Today, Better last-mile connectivity would help passengers.",3,Line 2A,Poisar,2026-03-16,Shopping,Connectivity,interchange,Neutral,0.04,Medium,Tourist,Not Required,English,Synthetic Survey
MPF00201,"Today, The interchange process was smooth and well signposted.",5,Line 7,Dindoshi,2026-07-30,Shopping,Connectivity,bus_connection,Positive,0.85,Low,General,Not Required,English,Synthetic Complaint
MPF00202,The lift was out of service and caused inconvenience.,2,Line 6,Swami Samarth Nagar,2026-08-10,Daily commute,Facilities,lift,Negative,-0.77,High,Tourist,Not Required,English,Synthetic Review
MPF00203,"In my experience, The station infrastructure appeared well maintained.",4,Line 2A,Shimpoli,2026-05-17,Work,Maintenance,equipment,Positive,0.62,Low,Working professional,Resolved,English,Synthetic Review
MPF00204,"During my trip, The train had comfortable space and was not crowded.",5,Line 6,Kanjurmarg,2026-08-10,Tourism,Crowding,platform_crowding,Positive,0.78,Low,Student,Not Required,English,Synthetic Review
MPF00205,"During my trip, The staff member at the counter was rude and unhelpful.",1,Line 2A,Shimpoli,2026-04-17,Other,Staff Behaviour,staff_helpfulness,Negative,-0.49,High,Tourist,In Review,English,Synthetic Complaint
MPF00206,"During my trip, Please improve cleanliness in the washroom area.",2,Line 3,Aarey JVLR,2026-04-28,Shopping,Cleanliness,washroom_cleanliness,Negative,-0.68,High,Senior citizen,Not Required,English,Synthetic Complaint
MPF00207,"Today, Better last-mile connectivity would help passengers.",3,Line 7,Aarey,2026-08-07,College,Connectivity,bus_connection,Neutral,-0.0,Medium,Senior citizen,Open,English,Synthetic Complaint
MPF00208,"Today, The train was delayed by 30 minutes and I missed my connection.",1,Line 7,Aarey,2026-08-21,Work,Delay,late_train,Negative,-0.88,High,Tourist,Open,English,Synthetic Complaint
MPF00209,"During my trip, Buying the ticket was quick and easy.",5,Line 7,Dindoshi,2026-07-13,Other,Ticketing,ticket_machine,Positive,0.58,Low,Working professional,Resolved,English,Synthetic Complaint
MPF00210,"Today, The coach was clean and well maintained.",4,Line 3,Aarey JVLR,2026-03-29,Work,Cleanliness,coach_cleanliness,Positive,0.6,Low,General,Not Required,English,Synthetic Complaint
MPF00211,"Today, The station has clean lifts and working escalators.",4,Line 3,MIDC,2026-07-18,Daily commute,Facilities,lift,Positive,0.84,Low,Student,Not Required,English,Synthetic Review
MPF00212,"Overall, The metro connection to other transport was convenient.",5,Line 2A,Dahisar East,2026-08-18,Work,Connectivity,interchange,Positive,0.69,Low,Working professional,Not Required,Hinglish,Synthetic Survey
MPF00213,"Today, Broken fixtures and damaged signs should be repaired.",2,Line 2A,Dahisar East,2026-06-03,Work,Maintenance,signage_and_fixtures,Negative,-0.48,High,Senior citizen,Open,English,Synthetic Complaint
MPF00214,"In my experience, Very little waiting time today; the train arrived on schedule.",5,Line 6,Shyam Nagar,2026-04-09,Other,Delay,late_train,Positive,0.75,Low,Tourist,Not Required,English,Synthetic Review
MPF00215,The coach condition was good and everything looked maintained.,5,Line 2A,Poisar,2026-06-24,Work,Maintenance,infrastructure,Positive,0.92,Low,Tourist,Not Required,Hinglish,Synthetic Complaint
MPF00216,"During my trip, The train was delayed by 5 minutes and I missed my connection.",2,Line 3,Aarey JVLR,2026-04-13,Daily commute,Delay,late_train,Negative,-0.93,High,Tourist,In Review,English,Synthetic Complaint
MPF00217,The escalator was not working and needs maintenance.,2,Line 6,Kanjurmarg,2026-06-12,Work,Maintenance,signage_and_fixtures,Negative,-0.9,High,Working professional,Resolved,English,Synthetic Complaint
